Filename,Species,Sample ID,Number of flowers,Total Area (pixels),Total Area (mm^2)
IMAG0001.JPG,,,,706160.5,316.3795195694444
IMAG0002.JPG,,,,431544.0,193.34369933333332
IMAG0003.JPG,,,,387330.5,173.53482318055555
IMAG0004.JPG,,,,322507.0,144.49209452777777
IMAG0005.JPG,,,,416304.5,186.51598001388888
IMAG0006.JPG,,,,368941.0,165.29581636111112
IMAG0007.JPG,,,,326346.0,146.21207316666667
IMAG0008.JPG,,,,505223.5,226.3541619861111
IMAG0009.JPG,,,,370483.5,165.98689920833334
IMAG0010.JPG,,,,364752.5,163.4192520138889
IMAG0011.JPG,,,,329657.0,147.69549313888888
IMAG0012.JPG,,,,2130614.0,954.5742557222222
IMAG0013.JPG,,,,326621.5,146.33550481944445
IMAG0014.JPG,,,,306249.5,137.20828293055555
IMAG0015.JPG,,,,193866.0,86.85735316666667
IMAG0016.JPG,,,,419637.0,188.00903258333332
IMAG0017.JPG,,,,131431.0,58.88473886111111
IMAG0018.JPG,,,,323202.5,144.80369784722222
IMAG0019.JPG,,,,272470.5,122.074352625
IMAG0020.JPG,,,,284219.0,127.33800697222222
IMAG0021.JPG,,,,344411.0,154.30569497222223
IMAG0022.JPG,,,,241137.0,108.03607425
IMAG0023.JPG,,,,167493.5,75.04174059722222
IMAG0024.JPG,,,,477618.5,213.98635518055556
IMAG0025.JPG,,,,503306.5,225.4952927361111
IMAG0026.JPG,,,,445417.5,199.55941270833333
IMAG0027.JPG,,,,582367.0,260.9165928611111
IMAG0028.JPG,,,,383194.5,171.68178029166666
IMAG0029.JPG,,,,377696.0,169.21829955555555
IMAG0030.JPG,,,,382550.5,171.39325040277777
IMAG0031.JPG,,,,285875.0,128.07994097222223
IMAG0032.JPG,,,,330564.5,148.10207834722223
IMAG0033.JPG,,,,478128.5,214.2148493472222
IMAG0034.JPG,,,,317846.0,142.40383705555556
IMAG0035.JPG,,,,517310.0,231.7692497222222
IMAG0036.JPG,,,,337109.5,151.03442015277778
IMAG0037.JPG,,,,275237.0,123.31382147222222
IMAG0038.JPG,,,,316646.0,141.86620372222222
IMAG0039.JPG,,,,308980.5,138.43184679166666
IMAG0041.JPG,,,,346954.5,155.445253625
IMAG0042.JPG,,,,277474.0,124.31605961111111
IMAG0044.JPG,,,,332428.5,148.937202125
IMAG0046.JPG,,,,273147.5,122.37766743055555
IMAG0047.JPG,,,,311989.0,139.7797383611111
IMAG0048.JPG,,,,198632.5,88.99287756944445
IMAG0049.JPG,,,,224554.5,100.60665362499999
IMAG0050.JPG,,,,141530.0,63.409371388888886
IMAG0051.JPG,,,,166604.0,74.6432198888889
IMAG0052.JPG,,,,140382.0,62.8950355
IMAG0053.JPG,,,,135124.5,60.539529458333334
IMAG0054.JPG,,,,119993.5,53.760421152777774
IMAG0055.JPG,,,,155063.0,69.47253130555555
IMAG0056.JPG,,,,113746.0,50.96136761111111
IMAG0058.JPG,,,,138163.5,61.901085875
IMAG0059.JPG,,,,114493.5,51.296268375
IMAG0060.JPG,,,,146648.0,65.70237755555556
IMAG0061.JPG,,,,146769.5,65.75681293055555
IMAG0062.JPG,,,,68523.5,30.700431430555554
IMAG0063.JPG,,,,93549.0,41.912550583333335
IMAG0064.JPG,,,,85296.5,38.21520134722222
IMAG0065.JPG,,,,56647.5,25.379653541666666
IMAG0066.JPG,,,,492389.0,220.6039494722222
IMAG0067.JPG,,,,76412.0,34.23469855555555
IMAG0068.JPG,,,,96688.0,43.318909777777776
IMAG0069.JPG,,,,2742479.5,1228.706995986111
IMAG0070.JPG,,,,3371147.5,1510.3677229861112
IMAG0071.JPG,,,,86590.0,38.79472527777778
IMAG0072.JPG,,,,64870.0,29.063561944444444
IMAG0073.JPG,,,,81038.0,36.30727505555556
IMAG0074.JPG,,,,38663.5,17.32232198611111
IMAG0075.JPG,,,,68932.0,30.883450777777778
IMAG0076.JPG,,,,48843.5,21.88324476388889
IMAG0077.JPG,,,,65723.5,29.445953652777778
IMAG0078.JPG,,,,930263.0,416.78366463888887
IMAG0079.JPG,,,,73610.5,32.97954873611111
IMAG0080.JPG,,,,1194951.5,535.3714650972222
IMAG0081.JPG,,,,1142726.0,511.9729903888889
IMAG0082.JPG,,,,1269612.5,568.8216670138888
IMAG0083.JPG,,,,998665.5,447.4298847083333
IMAG0084.JPG,,,,737916.5,330.60708968055553
IMAG0085.JPG,,,,799886.5,358.3713710694444
IMAG0086.JPG,,,,600861.0,269.2024185833333
IMAG0087.JPG,,,,743027.0,332.89673563888886
IMAG0088.JPG,,,,651740.5,291.9978479027778
IMAG0089.JPG,,,,67925.5,30.432510819444445
IMAG0091.JPG,,,,90433.0,40.51649602777778
IMAG0093.JPG,,,,61786.0,27.681844277777778
IMAG0094.JPG,,,,5494142.5,2461.5284550694446
IMAG0096.JPG,,,,154872.0,69.38695799999999
IMAG0097.JPG,,,,86322.0,38.67465383333333
IMAG0098.JPG,,,,115621.0,51.80141969444444
IMAG0100.JPG,,,,100209.5,44.89663959722222
IMAG0101.JPG,,,,5741701.5,2572.4417637083334
IMAG0102.JPG,,,,83439.5,37.38321376388889
IMAG0104.JPG,,,,916122.0,410.44810383333333
IMAG0105.JPG,,,,6900482.5,3091.6078400694446
IMAG0106.JPG,,,,1217426.0,545.4406653888889
IMAG0107.JPG,,,,956895.5,428.71576443055557
IMAG0108.JPG,,,,715938.5,320.76033518055556
IMAG0109.JPG,,,,648786.0,290.67414983333333
IMAG0111.JPG,,,,387879.5,173.78079043055556
IMAG0113.JPG,,,,5513449.5,2470.178527375
IMAG0114.JPG,,,,160878.0,72.07781283333333
IMAG0117.JPG,,,,564877.5,253.08081104166666
IMAG0118.JPG,,,,188018.5,84.2375107361111
IMAG0120.JPG,,,,1397215.0,625.9911315277777
IMAG0121.JPG,,,,1317588.5,590.3162476805555
IMAG0122.JPG,,,,1017782.5,455.9948317361111
IMAG0123.JPG,,,,1503208.0,673.4789397777778
IMAG0124.JPG,,,,1195388.0,535.5670292222222
IMAG0125.JPG,,,,523454.5,234.52215640277777
IMAG0126.JPG,,,,222216.0,99.55894066666666
IMAG0128.JPG,,,,269015.0,120.52619263888889
IMAG0129.JPG,,,,272242.0,121.97197827777778
IMAG0130.JPG,,,,2548437.0,1141.7705659166666
IMAG0131.JPG,,,,246288.5,110.34408934722222
IMAG0132.JPG,,,,269037.5,120.53627326388889
IMAG0133.JPG,,,,5622013.0,2518.8179910277777
IMAG0135.JPG,,,,232237.0,104.04862702777777
IMAG0136.JPG,,,,221462.5,99.2213517361111
IMAG0137.JPG,,,,197967.0,88.69471508333334
IMAG0138.JPG,,,,250737.0,112.33714091666667
